Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (mm),qc,Total Precip (mm),qc,Avg Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Avg Max Air Temp (C),qc,Avg Min Air Temp (C),qc,Avg Air Temp (C),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (C),qc,Avg Wind Speed (m/s),qc,Avg Soil Temp (C),qc
6,Davis,Sacramento Valley,Jan 1995,18.96, ,170.00,K,57, ,1.2,K,13.5, ,7.4,K,10.4, ,99, ,82, ,93,K,9.4,K,3.3,K,10.9,K
6,Davis,Sacramento Valley,Feb 1995,30.99, ,8.00, ,99,K,1.2,K,16.2, ,6.9, ,11.3, ,99, ,75, ,91,K,9.9,K,1.8, ,12.3, 
6,Davis,Sacramento Valley,Mar 1995,71.16, ,200.00, ,153,K,1.1, ,16.8, ,6.8,K,11.8, ,96, ,61, ,80, ,8.2, ,3.3,K,12.7, 
6,Davis,Sacramento Valley,Apr 1995,127.86, ,24.00,K,242,K,1.1,K,21.0, ,7.5,K,14.3, ,91, ,43, ,66,K,7.6,K,3.4, ,14.9, 
6,Davis,Sacramento Valley,May 1995,154.65, ,29.00,K,286,K,1.3,K,24.5, ,9.9, ,16.8,K,94,K,43,K,69, ,10.9, ,2.5,K,19.8,K
6,Davis,Sacramento Valley,Jun 1995,201.28, ,20.00, ,326, ,1.4,K,28.5,K,12.8,K,20.5, ,86, ,35, ,57,K,11.1,K,3.3,K,21.8, 
6,Davis,Sacramento Valley,Jul 1995,208.69,K,0.00,K,315, ,1.6,K,32.2,K,14.6,L,23.3,K,86,K,32,K,55, ,13.5, ,2.8,K,24.6,K
6,Davis,Sacramento Valley,Aug 1995,191.33, ,0.00, ,289, ,1.5, ,32.8, ,13.5,K,22.7, ,85, ,28, ,53, ,12.4, ,2.5,K,25.0,K
6,Davis,Sacramento Valley,Sep 1995,135.48, ,0.00,K,228, ,1.4, ,30.7, ,12.0,L,20.8, ,89, ,34, ,59, ,12.3, ,2.1, ,22.1, 
6,Davis,Sacramento Valley,Oct 1995,123.28, ,0.00, ,169, ,1.0, ,26.9, ,9.3,K,17.7, ,76, ,29, ,49, ,5.9, ,2.8,K,18.1, 
6,Davis,Sacramento Valley,Nov 1995,59.66, ,0.00, ,112, ,1.1, ,22.4, ,6.3, ,13.9, ,88, ,43, ,66, ,7.3, ,1.9,K,15.5, 
6,Davis,Sacramento Valley,Dec 1995,20.61, ,122.00,K,57, ,1.1,K,14.1,K,6.3,K,10.0, ,99, ,76, ,91,K,8.5,K,2.8,K,12.4,K
6,Davis,Sacramento Valley,Jan 1996,23.40, ,118.00,K,63, ,1.0, ,12.9, ,5.5, ,9.0, ,99, ,78, ,90, ,7.5, ,2.8,K,10.9, 
6,Davis,Sacramento Valley,Feb 1996,34.67, ,155.00,K,97, ,1.3,L,16.4,K,7.6,K,11.8, ,99, ,73, ,90,L,10.0,L,2.7,K,12.5, 
6,Davis,Sacramento Valley,Mar 1996,89.95, ,57.00, ,174, ,1.1, ,20.0, ,6.5, ,12.9, ,96, ,50, ,74, ,8.3, ,2.8,K,13.4,K
6,Davis,Sacramento Valley,Apr 1996,133.73, ,43.00, ,216, ,1.1,K,23.1,K,8.8,K,15.9, ,88, ,40, ,64,K,8.1,K,3.1,K,16.4, 
6,Davis,Sacramento Valley,May 1996,176.63,K,63.00, ,289,K,1.2,L,25.4, ,10.6,K,18.1,K,84,K,37,K,57,L,9.0,L,3.2,K,20.6,K
6,Davis,Sacramento Valley,Jun 1996,214.84, ,0.00, ,363,K,1.4, ,31.0, ,12.7, ,21.8, ,85, ,31, ,53, ,11.4, ,2.6, ,23.8,K
6,Davis,Sacramento Valley,Jul 1996,223.99, ,0.00, ,357,K,1.5, ,34.6, ,14.6,K,24.1, ,81, ,29, ,52, ,13.3, ,2.3, ,24.5, 
6,Davis,Sacramento Valley,Aug 1996,197.75, ,0.00, ,321,K,1.4, ,33.9,K,13.6,K,23.2, ,84, ,27, ,52, ,12.4, ,2.3,K,24.7, 
6,Davis,Sacramento Valley,Sep 1996,151.08, ,3.00,K,265,K,1.2,L,29.8, ,10.7,L,19.8, ,79, ,27, ,51,L,9.0,L,2.3, ,21.2, 
6,Davis,Sacramento Valley,Oct 1996,113.08,K,36.00,K,173,K,1.0,L,24.7,K,8.7,K,16.6, ,74, ,32, ,52,L,5.8,L,3.0,K,16.6,L
6,Davis,Sacramento Valley,Nov 1996,47.41, ,37.00,K,107,K,1.1,K,17.8, ,6.7,K,12.0, ,95, ,57, ,77,K,7.8,K,2.6,K,13.7, 
6,Davis,Sacramento Valley,Dec 1996,28.46, ,128.00,K,66, ,1.1,K,13.4, ,6.4,K,9.6, ,97, ,74, ,88,K,7.4,K,3.7,K,11.4, 
6,Davis,Sacramento Valley,Jan 1997,27.51, ,186.00,K,74, ,1.0,K,11.9,K,5.1,K,8.4, ,97, ,73, ,88,K,6.0,L,3.0,K,9.9,K
6,Davis,Sacramento Valley,Feb 1997,70.60, ,7.00, ,154,K,0.9,L,17.1, ,4.6, ,10.7, ,91, ,49, ,72,L,5.1,L,3.2,K,10.4, 
6,Davis,Sacramento Valley,Mar 1997,119.06, ,11.00,K,210,K,1.0,L,21.5,K,6.0,K,13.7, ,89, ,36, ,60,L,5.7,L,2.9,K,13.6,K
6,Davis,Sacramento Valley,Apr 1997,166.99, ,3.00,K,267,K,0.9,K,23.3, ,9.0, ,16.2, ,77, ,30, ,50,K,4.8,K,3.8,K,16.8,K
6,Davis,Sacramento Valley,May 1997,200.23, ,9.00, ,321, ,1.3,K,29.8,K,11.9,K,20.9, ,86, ,28, ,51,K,10.2,K,2.5, ,21.9,K
6,Davis,Sacramento Valley,Jun 1997,209.24, ,0.00, ,342, ,1.4, ,29.5, ,13.6, ,21.4, ,84, ,34, ,54, ,11.6, ,3.1,K,23.2, 
6,Davis,Sacramento Valley,Jul 1997,212.17,K,0.00,K,352,L,1.5,L,32.8,L,13.7,L,23.0,L,87,L,31,L,56,L,13.4,L,2.3,L,24.7,L
6,Davis,Sacramento Valley,Aug 1997,188.95, ,0.00, ,314,K,1.6,K,31.8, ,14.0,K,22.5, ,89, ,32, ,57,K,13.5,K,2.4, ,23.2, 
6,Davis,Sacramento Valley,Sep 1997,162.84, ,9.00, ,261,K,1.3,K,31.6, ,14.1, ,22.4, ,78, ,26, ,48,K,10.4,K,2.7,K,22.7,K
